classNumber,classTitle,salaryRange,itPos,Step 1,Step 2,Step 3,Step 4,Step 5,Step 6,Step 7,Step 8,Step 9,Step 10,Step 1 COLA4,Step 2 COLA4,Step 3 COLA4,Step 4 COLA4,Step 5 COLA4,Step 6 COLA4,Step 7 COLA4,Step 8 COLA4,Step 9 COLA4,Step 10 COLA4
8105,Seed Analyst 1,12,,$0 ,$0 ,$0 ,"$2,702 ","$2,807 ","$2,897 ","$3,022 ","$3,140 ","$3,279 ","$3,418 ",$0 ,$0 ,$0 ,"$3,129 ","$3,251 ","$3,355 ","$3,500 ","$3,636 ","$3,797 ","$3,958 "
8106,Seed Analyst 2,15,,"$2,702 ","$2,807 ","$2,897 ","$3,022 ","$3,140 ","$3,279 ","$3,418 ","$3,574 ","$3,741 ","$3,921 ","$3,129 ","$3,251 ","$3,355 ","$3,500 ","$3,636 ","$3,797 ","$3,958 ","$4,139 ","$4,332 ","$4,541 "
8102,Seed Certification Aide 1,10,,$0 ,$0 ,$0 ,$0 ,$0 ,"$2,702 ","$2,807 ","$2,897 ","$3,022 ","$3,140 ",$0 ,$0 ,$0 ,$0 ,$0 ,"$3,129 ","$3,251 ","$3,355 ","$3,500 ","$3,636 "
8103,Seed Certification Aide 2,12,,$0 ,$0 ,$0 ,"$2,702 ","$2,807 ","$2,897 ","$3,022 ","$3,140 ","$3,279 ","$3,418 ",$0 ,$0 ,$0 ,"$3,129 ","$3,251 ","$3,355 ","$3,500 ","$3,636 ","$3,797 ","$3,958 "
2512,Senior Graphic Designer,24,,"$3,921 ","$4,107 ","$4,303 ","$4,507 ","$4,733 ","$4,956 ","$5,193 ","$5,442 ","$5,709 ","$5,992 ","$4,541 ","$4,756 ","$4,983 ","$5,219 ","$5,481 ","$5,739 ","$6,014 ","$6,302 ","$6,611 ","$6,939 "
3751***,Senior Nuclear Reactor Operator,27,,"$4,507 ","$4,733 ","$4,956 ","$5,193 ","$5,442 ","$5,709 ","$5,992 ","$6,286 ","$6,587 ","$6,913 ","$5,219 ","$5,481 ","$5,739 ","$6,014 ","$6,302 ","$6,611 ","$6,939 ","$7,280 ","$7,628 ","$8,006 "
4225,Sheetmetal Worker,18B,,$0 ,$0 ,$0 ,$0 ,"$3,574 ","$3,741 ","$3,921 ","$4,107 ","$4,303 ","$4,507 ",$0 ,$0 ,$0 ,$0 ,"$4,139 ","$4,332 ","$4,541 ","$4,756 ","$4,983 ","$5,219 "
4546,Ship's 1st Assistant Engineer,28,,"$4,733 ","$4,956 ","$5,193 ","$5,442 ","$5,709 ","$5,992 ","$6,286 ","$6,587 ","$6,913 ","$7,247 ","$5,481 ","$5,739 ","$6,014 ","$6,302 ","$6,611 ","$6,939 ","$7,280 ","$7,628 ","$8,006 ","$8,392 "
4545,Ship's 2nd Assistant Engineer,22,,"$3,574 ","$3,741 ","$3,921 ","$4,107 ","$4,303 ","$4,507 ","$4,733 ","$4,956 ","$5,193 ","$5,442 ","$4,139 ","$4,332 ","$4,541 ","$4,756 ","$4,983 ","$5,219 ","$5,481 ","$5,739 ","$6,014 ","$6,302 "
4500,Ship's Assistant Cook,13B,,$0 ,$0 ,$0 ,$0 ,"$2,897 ","$3,022 ","$3,140 ","$3,279 ","$3,418 ","$3,574 ",$0 ,$0 ,$0 ,$0 ,"$3,355 ","$3,500 ","$3,636 ","$3,797 ","$3,958 ","$4,139 "
4547,Ship's Chief Engineer,33,,"$5,992 ","$6,286 ","$6,587 ","$6,913 ","$7,247 ","$7,601 ","$7,968 ","$8,365 ","$8,765 ","$9,185 ","$6,939 ","$7,280 ","$7,628 ","$8,006 ","$8,392 ","$8,802 ","$9,227 ","$9,687 ","$10,150 ","$10,637 "
4501,Ship's Cook,21B,,$0 ,$0 ,$0 ,$0 ,"$4,107 ","$4,303 ","$4,507 ","$4,733 ","$4,956 ","$5,193 ",$0 ,$0 ,$0 ,$0 ,"$4,756 ","$4,983 ","$5,219 ","$5,481 ","$5,739 ","$6,014 "
4520,Ship's Electrician,22B,,$0 ,$0 ,$0 ,$0 ,"$4,303 ","$4,507 ","$4,733 ","$4,956 ","$5,193 ","$5,442 ",$0 ,$0 ,$0 ,$0 ,"$4,983 ","$5,219 ","$5,481 ","$5,739 ","$6,014 ","$6,302 "
4527,Ship's First Mate,28,,"$4,733 ","$4,956 ","$5,193 ","$5,442 ","$5,709 ","$5,992 ","$6,286 ","$6,587 ","$6,913 ","$7,247 ","$5,481 ","$5,739 ","$6,014 ","$6,302 ","$6,611 ","$6,939 ","$7,280 ","$7,628 ","$8,006 ","$8,392 "
4540,Ship's QMED,18,,"$3,022 ","$3,140 ","$3,279 ","$3,418 ","$3,574 ","$3,741 ","$3,921 ","$4,107 ","$4,303 ","$4,507 ","$3,500 ","$3,636 ","$3,797 ","$3,958 ","$4,139 ","$4,332 ","$4,541 ","$4,756 ","$4,983 ","$5,219 "
4526,Ship's Second Mate,25,,"$4,107 ","$4,303 ","$4,507 ","$4,733 ","$4,956 ","$5,193 ","$5,442 ","$5,709 ","$5,992 ","$6,286 ","$4,756 ","$4,983 ","$5,219 ","$5,481 ","$5,739 ","$6,014 ","$6,302 ","$6,611 ","$6,939 ","$7,280 "
4525,Ship's Third Mate,19,,"$3,140 ","$3,279 ","$3,418 ","$3,574 ","$3,741 ","$3,921 ","$4,107 ","$4,303 ","$4,507 ","$4,733 ","$3,636 ","$3,797 ","$3,958 ","$4,139 ","$4,332 ","$4,541 ","$4,756 ","$4,983 ","$5,219 ","$5,481 "
6612,Social Services Specialist 1,24,,"$3,921 ","$4,107 ","$4,303 ","$4,507 ","$4,733 ","$4,956 ","$5,193 ","$5,442 ","$5,709 ","$5,992 ","$4,541 ","$4,756 ","$4,983 ","$5,219 ","$5,481 ","$5,739 ","$6,014 ","$6,302 ","$6,611 ","$6,939 "
6613,Social Services Specialist 2,26,,"$4,303 ","$4,507 ","$4,733 ","$4,956 ","$5,193 ","$5,442 ","$5,709 ","$5,992 ","$6,286 ","$6,587 ","$4,983 ","$5,219 ","$5,481 ","$5,739 ","$6,014 ","$6,302 ","$6,611 ","$6,939 ","$7,280 ","$7,628 "
6222,Staff Nurse,28,,"$4,733 ","$4,956 ","$5,193 ","$5,442 ","$5,709 ","$5,992 ","$6,286 ","$6,587 ","$6,913 ","$7,247 ","$5,481 ","$5,739 ","$6,014 ","$6,302 ","$6,611 ","$6,939 ","$7,280 ","$7,628 ","$8,006 ","$8,392 "
2392,Stage Production Coordinator,15,,"$2,702 ","$2,807 ","$2,897 ","$3,022 ","$3,140 ","$3,279 ","$3,418 ","$3,574 ","$3,741 ","$3,921 ","$3,129 ","$3,251 ","$3,355 ","$3,500 ","$3,636 ","$3,797 ","$3,958 ","$4,139 ","$4,332 ","$4,541 "
4250,Stationary Boiler Operator,19T,,$0 ,$0 ,$0 ,$0 ,"$3,866 ","$4,059 ","$4,263 ","$4,470 ","$4,673 ","$4,895 ",$0 ,$0 ,$0 ,$0 ,"$4,477 ","$4,701 ","$4,937 ","$5,176 ","$5,412 ","$5,669 "
4249,Stationary Engineer,21,,"$3,418 ","$3,574 ","$3,741 ","$3,921 ","$4,107 ","$4,303 ","$4,507 ","$4,733 ","$4,956 ","$5,193 ","$3,958 ","$4,139 ","$4,332 ","$4,541 ","$4,756 ","$4,983 ","$5,219 ","$5,481 ","$5,739 ","$6,014 "
2302,Teaching Assistant,13,,$0 ,$0 ,"$2,702 ","$2,807 ","$2,897 ","$3,022 ","$3,140 ","$3,279 ","$3,418 ","$3,574 ",$0 ,$0 ,"$3,129 ","$3,251 ","$3,355 ","$3,500 ","$3,636 ","$3,797 ","$3,958 ","$4,139 "
1494,Telecommunications Analyst 1,21,,"$3,418 ","$3,574 ","$3,741 ","$3,921 ","$4,107 ","$4,303 ","$4,507 ","$4,733 ","$4,956 ","$5,193 ","$3,958 ","$4,139 ","$4,332 ","$4,541 ","$4,756 ","$4,983 ","$5,219 ","$5,481 ","$5,739 ","$6,014 "
1495,Telecommunications Analyst 2,24,,"$3,921 ","$4,107 ","$4,303 ","$4,507 ","$4,733 ","$4,956 ","$5,193 ","$5,442 ","$5,709 ","$5,992 ","$4,541 ","$4,756 ","$4,983 ","$5,219 ","$5,481 ","$5,739 ","$6,014 ","$6,302 ","$6,611 ","$6,939 "
1491,Telecommunications Technician 1,20,,"$3,279 ","$3,418 ","$3,574 ","$3,741 ","$3,921 ","$4,107 ","$4,303 ","$4,507 ","$4,733 ","$4,956 ","$3,797 ","$3,958 ","$4,139 ","$4,332 ","$4,541 ","$4,756 ","$4,983 ","$5,219 ","$5,481 ","$5,739 "
1493,Telecommunications Technician 2,23,,"$3,741 ","$3,921 ","$4,107 ","$4,303 ","$4,507 ","$4,733 ","$4,956 ","$5,193 ","$5,442 ","$5,709 ","$4,332 ","$4,541 ","$4,756 ","$4,983 ","$5,219 ","$5,481 ","$5,739 ","$6,014 ","$6,302 ","$6,611 "
6500,Therapy Aide,11,,$0 ,$0 ,$0 ,$0 ,"$2,702 ","$2,807 ","$2,897 ","$3,022 ","$3,140 ","$3,279 ",$0 ,$0 ,$0 ,$0 ,"$3,129 ","$3,251 ","$3,355 ","$3,500 ","$3,636 ","$3,797 "
4123,Trades/Maintenance Coordinator,21T,,$0 ,$0 ,$0 ,$0 ,"$4,255 ","$4,453 ","$4,666 ","$4,896 ","$5,142 ","$5,386 ",$0 ,$0 ,$0 ,$0 ,"$4,928 ","$5,157 ","$5,403 ","$5,670 ","$5,955 ","$6,237 "
4120,Trades/Maintenance Worker 1,13,,$0 ,$0 ,"$2,702 ","$2,807 ","$2,897 ","$3,022 ","$3,140 ","$3,279 ","$3,418 ","$3,574 ",$0 ,$0 ,"$3,129 ","$3,251 ","$3,355 ","$3,500 ","$3,636 ","$3,797 ","$3,958 ","$4,139 "
4121,Trades/Maintenance Worker 2,17,,"$2,897 ","$3,022 ","$3,140 ","$3,279 ","$3,418 ","$3,574 ","$3,741 ","$3,921 ","$4,107 ","$4,303 ","$3,355 ","$3,500 ","$3,636 ","$3,797 ","$3,958 ","$4,139 ","$4,332 ","$4,541 ","$4,756 ","$4,983 "
1332,Training Specialist,27,,"$4,507 ","$4,733 ","$4,956 ","$5,193 ","$5,442 ","$5,709 ","$5,992 ","$6,286 ","$6,587 ","$6,913 ","$5,219 ","$5,481 ","$5,739 ","$6,014 ","$6,302 ","$6,611 ","$6,939 ","$7,280 ","$7,628 ","$8,006 "
4403,Transporter,11B,,$0 ,$0 ,$0 ,$0 ,"$2,702 ","$2,807 ","$2,897 ","$3,022 ","$3,140 ","$3,279 ",$0 ,$0 ,$0 ,$0 ,"$3,129 ","$3,251 ","$3,355 ","$3,500 ","$3,636 ","$3,797 "
2140,Univ Development Project Coordinator 1,21,,"$3,418 ","$3,574 ","$3,741 ","$3,921 ","$4,107 ","$4,303 ","$4,507 ","$4,733 ","$4,956 ","$5,193 ","$3,958 ","$4,139 ","$4,332 ","$4,541 ","$4,756 ","$4,983 ","$5,219 ","$5,481 ","$5,739 ","$6,014 "
2142,Univ Development Project Coordinator 2,23,,"$3,741 ","$3,921 ","$4,107 ","$4,303 ","$4,507 ","$4,733 ","$4,956 ","$5,193 ","$5,442 ","$5,709 ","$4,332 ","$4,541 ","$4,756 ","$4,983 ","$5,219 ","$5,481 ","$5,739 ","$6,014 ","$6,302 ","$6,611 "
6411,Vet Animal Attendant,11,,$0 ,$0 ,$0 ,$0 ,"$2,702 ","$2,807 ","$2,897 ","$3,022 ","$3,140 ","$3,279 ",$0 ,$0 ,$0 ,$0 ,"$3,129 ","$3,251 ","$3,355 ","$3,500 ","$3,636 ","$3,797 "
6420,Veterinary Assistant,13,,$0 ,$0 ,"$2,702 ","$2,807 ","$2,897 ","$3,022 ","$3,140 ","$3,279 ","$3,418 ","$3,574 ",$0 ,$0 ,"$3,129 ","$3,251 ","$3,355 ","$3,500 ","$3,636 ","$3,797 ","$3,958 ","$4,139 "
6415,Vet Central Services Technican,15,,"$2,702 ","$2,807 ","$2,897 ","$3,022 ","$3,140 ","$3,279 ","$3,418 ","$3,574 ","$3,741 ","$3,921 ","$3,129 ","$3,251 ","$3,355 ","$3,500 ","$3,636 ","$3,797 ","$3,958 ","$4,139 ","$4,332 ","$4,541 "
6414,Vet Hospital Drug Room Technician,17,,"$2,897 ","$3,022 ","$3,140 ","$3,279 ","$3,418 ","$3,574 ","$3,741 ","$3,921 ","$4,107 ","$4,303 ","$3,355 ","$3,500 ","$3,636 ","$3,797 ","$3,958 ","$4,139 ","$4,332 ","$4,541 ","$4,756 ","$4,983 "
6885,Vet Isolation Facility Animal Care Tech,15,,"$2,702 ","$2,807 ","$2,897 ","$3,022 ","$3,140 ","$3,279 ","$3,418 ","$3,574 ","$3,741 ","$3,921 ","$3,129 ","$3,251 ","$3,355 ","$3,500 ","$3,636 ","$3,797 ","$3,958 ","$4,139 ","$4,332 ","$4,541 "
6421,Veterinary Technician 1,19,,"$3,140 ","$3,279 ","$3,418 ","$3,574 ","$3,741 ","$3,921 ","$4,107 ","$4,303 ","$4,507 ","$4,733 ","$3,636 ","$3,797 ","$3,958 ","$4,139 ","$4,332 ","$4,541 ","$4,756 ","$4,983 ","$5,219 ","$5,481 "
6422,Veterinary Technician 2,22,,"$3,574 ","$3,741 ","$3,921 ","$4,107 ","$4,303 ","$4,507 ","$4,733 ","$4,956 ","$5,193 ","$5,442 ","$4,139 ","$4,332 ","$4,541 ","$4,756 ","$4,983 ","$5,219 ","$5,481 ","$5,739 ","$6,014 ","$6,302 "
6423,Veterinary Technican 3,24,,"$3,921 ","$4,107 ","$4,303 ","$4,507 ","$4,733 ","$4,956 ","$5,193 ","$5,442 ","$5,709 ","$5,992 ","$4,541 ","$4,756 ","$4,983 ","$5,219 ","$5,481 ","$5,739 ","$6,014 ","$6,302 ","$6,611 ","$6,939 "
2175,Videographer 1,18,,"$3,022 ","$3,140 ","$3,279 ","$3,418 ","$3,574 ","$3,741 ","$3,921 ","$4,107 ","$4,303 ","$4,507 ","$3,500 ","$3,636 ","$3,797 ","$3,958 ","$4,139 ","$4,332 ","$4,541 ","$4,756 ","$4,983 ","$5,219 "
2176,Videographer 2,19,,"$3,140 ","$3,279 ","$3,418 ","$3,574 ","$3,741 ","$3,921 ","$4,107 ","$4,303 ","$4,507 ","$4,733 ","$3,636 ","$3,797 ","$3,958 ","$4,139 ","$4,332 ","$4,541 ","$4,756 ","$4,983 ","$5,219 ","$5,481 "
4142,Warehouse Coordinator,15,,"$2,702 ","$2,807 ","$2,897 ","$3,022 ","$3,140 ","$3,279 ","$3,418 ","$3,574 ","$3,741 ","$3,921 ","$3,129 ","$3,251 ","$3,355 ","$3,500 ","$3,636 ","$3,797 ","$3,958 ","$4,139 ","$4,332 ","$4,541 "
4140,Warehouse Worker,11,,$0 ,$0 ,$0 ,$0 ,"$2,702 ","$2,807 ","$2,897 ","$3,022 ","$3,140 ","$3,279 ",$0 ,$0 ,$0 ,$0 ,"$3,129 ","$3,251 ","$3,355 ","$3,500 ","$3,636 ","$3,797 "
4223,Welder,18T,,$0 ,$0 ,$0 ,$0 ,"$3,695 ","$3,866 ","$4,059 ","$4,263 ","$4,470 ","$4,673 ",$0 ,$0 ,$0 ,$0 ,"$4,279 ","$4,477 ","$4,701 ","$4,937 ","$5,176 ","$5,412 "
530,Word Processing Technician 1,12,,$0 ,$0 ,$0 ,"$2,702 ","$2,807 ","$2,897 ","$3,022 ","$3,140 ","$3,279 ","$3,418 ",$0 ,$0 ,$0 ,"$3,129 ","$3,251 ","$3,355 ","$3,500 ","$3,636 ","$3,797 ","$3,958 "
531,Word Processing Technician 2,14,,$0 ,"$2,702 ","$2,807 ","$2,897 ","$3,022 ","$3,140 ","$3,279 ","$3,418 ","$3,574 ","$3,741 ",$0 ,"$3,129 ","$3,251 ","$3,355 ","$3,500 ","$3,636 ","$3,797 ","$3,958 ","$4,139 ","$4,332 "
532,Word Processing Technician 3,16,,"$2,807 ","$2,897 ","$3,022 ","$3,140 ","$3,279 ","$3,418 ","$3,574 ","$3,741 ","$3,921 ","$4,107 ","$3,251 ","$3,355 ","$3,500 ","$3,636 ","$3,797 ","$3,958 ","$4,139 ","$4,332 ","$4,541 ","$4,756 "
